        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -1.100E-08     1.527E-08    -2.776E-09     1.902E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -7.502E-09     1.145E-08    -6.670E-09     1.523E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -4.071E-09     6.980E-09    -7.026E-09     1.071E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -2.361E-08     1.787E-08    -5.885E-09     3.019E-08 
   -2.500E-01     0.000E+00     0.000E+00    -1.535E-08     1.220E-08    -1.199E-08     2.298E-08 
   -2.500E-01     0.000E+00     2.500E-01    -7.549E-09     6.670E-09    -1.153E-08     1.531E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -4.005E-08     1.103E-08    -1.098E-08     4.297E-08 
   -2.500E-01     2.500E-01     0.000E+00    -2.418E-08     6.140E-09    -1.828E-08     3.093E-08 
   -2.500E-01     2.500E-01     2.500E-01    -1.108E-08     2.583E-09    -1.525E-08     1.903E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -8.605E-09     7.992E-09    -8.763E-10     1.178E-08 
    0.000E+00    -2.500E-01     0.000E+00    -6.856E-09     6.373E-09    -3.501E-09     9.994E-09 
    0.000E+00    -2.500E-01     2.500E-01    -4.364E-09     4.455E-09    -4.401E-09     7.633E-09 
    0.000E+00     0.000E+00    -2.500E-01    -1.479E-08     7.268E-09    -1.904E-09     1.659E-08 
    0.000E+00     0.000E+00     0.000E+00    -1.108E-08     5.767E-09    -5.639E-09     1.371E-08 
    0.000E+00     0.000E+00     2.500E-01    -6.842E-09     3.543E-09    -6.392E-09     1.001E-08 
    0.000E+00     2.500E-01    -2.500E-01    -2.033E-08     3.038E-09    -3.000E-09     2.078E-08 
    0.000E+00     2.500E-01     0.000E+00    -1.468E-08     1.937E-09    -7.356E-09     1.654E-08 
    0.000E+00     2.500E-01     2.500E-01    -8.721E-09     9.247E-10    -7.867E-09     1.178E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -6.068E-09     4.037E-09    -1.275E-10     7.289E-09 
    2.500E-01    -2.500E-01     0.000E+00    -5.065E-09     3.482E-09    -1.787E-09     6.401E-09 
    2.500E-01    -2.500E-01     2.500E-01    -3.722E-09     2.611E-09    -2.602E-09     5.239E-09 
    2.500E-01     0.000E+00    -2.500E-01    -8.817E-09     3.106E-09    -3.661E-10     9.355E-09 
    2.500E-01     0.000E+00     0.000E+00    -7.321E-09     2.596E-09    -2.652E-09     8.208E-09 
    2.500E-01     0.000E+00     2.500E-01    -5.165E-09     1.774E-09    -3.536E-09     6.506E-09 
    2.500E-01     2.500E-01    -2.500E-01    -1.086E-08     6.147E-10    -6.436E-10     1.090E-08 
    2.500E-01     2.500E-01     0.000E+00    -8.895E-09     3.108E-10    -3.020E-09     9.398E-09 
    2.500E-01     2.500E-01     2.500E-01    -6.011E-09     9.052E-11    -4.059E-09     7.253E-09 
