        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -1.105E-08    -2.786E-09     1.516E-08     1.896E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -2.396E-08    -6.435E-09     1.778E-08     3.052E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -3.929E-08    -1.033E-08     9.843E-09     4.180E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -7.526E-09    -6.652E-09     1.150E-08     1.527E-08 
   -2.500E-01     0.000E+00     0.000E+00    -1.511E-08    -1.193E-08     1.199E-08     2.268E-08 
   -2.500E-01     0.000E+00     2.500E-01    -2.382E-08    -1.735E-08     6.215E-09     3.012E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -4.030E-09    -7.259E-09     7.168E-09     1.097E-08 
   -2.500E-01     2.500E-01     0.000E+00    -7.443E-09    -1.149E-08     6.697E-09     1.524E-08 
   -2.500E-01     2.500E-01     2.500E-01    -1.111E-08    -1.512E-08     2.752E-09     1.896E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -8.617E-09    -8.608E-10     7.913E-09     1.173E-08 
    0.000E+00    -2.500E-01     0.000E+00    -1.458E-08    -1.780E-09     7.222E-09     1.637E-08 
    0.000E+00    -2.500E-01     2.500E-01    -2.005E-08    -2.887E-09     2.999E-09     2.048E-08 
    0.000E+00     0.000E+00    -2.500E-01    -6.794E-09    -3.598E-09     6.339E-09     9.964E-09 
    0.000E+00     0.000E+00     0.000E+00    -1.096E-08    -5.697E-09     5.481E-09     1.352E-08 
    0.000E+00     0.000E+00     2.500E-01    -1.436E-08    -7.131E-09     1.812E-09     1.613E-08 
    0.000E+00     2.500E-01    -2.500E-01    -4.357E-09    -4.488E-09     4.437E-09     7.669E-09 
    0.000E+00     2.500E-01     0.000E+00    -6.716E-09    -6.417E-09     3.572E-09     9.952E-09 
    0.000E+00     2.500E-01     2.500E-01    -8.609E-09    -7.934E-09     8.264E-10     1.174E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -5.963E-09    -1.133E-10     3.998E-09     7.180E-09 
    2.500E-01    -2.500E-01     0.000E+00    -8.840E-09    -3.910E-10     3.129E-09     9.386E-09 
    2.500E-01    -2.500E-01     2.500E-01    -1.090E-08    -5.653E-10     5.837E-10     1.093E-08 
    2.500E-01     0.000E+00    -2.500E-01    -5.129E-09    -1.802E-09     3.489E-09     6.460E-09 
    2.500E-01     0.000E+00     0.000E+00    -7.254E-09    -2.594E-09     2.621E-09     8.137E-09 
    2.500E-01     0.000E+00     2.500E-01    -8.876E-09    -3.206E-09     4.019E-10     9.446E-09 
    2.500E-01     2.500E-01    -2.500E-01    -3.736E-09    -2.573E-09     2.582E-09     5.220E-09 
    2.500E-01     2.500E-01     0.000E+00    -5.097E-09    -3.442E-09     1.777E-09     6.401E-09 
    2.500E-01     2.500E-01     2.500E-01    -5.992E-09    -4.024E-09     1.042E-10     7.218E-09 
