        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01     3.989E-08     4.068E-08    -9.746E-08     1.129E-07 
   -2.500E-01    -2.500E-01     0.000E+00     1.896E-08     1.874E-08    -5.528E-08     6.137E-08 
   -2.500E-01    -2.500E-01     2.500E-01     9.323E-09     9.433E-09    -3.275E-08     3.534E-08 
   -2.500E-01     0.000E+00    -2.500E-01     4.649E-08     8.626E-10    -1.186E-07     1.274E-07 
   -2.500E-01     0.000E+00     0.000E+00     2.058E-08     1.264E-10    -6.228E-08     6.560E-08 
   -2.500E-01     0.000E+00     2.500E-01     1.029E-08     3.456E-11    -3.558E-08     3.704E-08 
   -2.500E-01     2.500E-01    -2.500E-01     4.215E-08    -4.074E-08    -1.001E-07     1.160E-07 
   -2.500E-01     2.500E-01     0.000E+00     1.847E-08    -1.829E-08    -5.554E-08     6.133E-08 
   -2.500E-01     2.500E-01     2.500E-01     9.402E-09    -9.467E-09    -3.263E-08     3.525E-08 
    0.000E+00    -2.500E-01    -2.500E-01     5.272E-10     4.715E-08    -1.170E-07     1.261E-07 
    0.000E+00    -2.500E-01     0.000E+00     3.097E-10     2.056E-08    -6.335E-08     6.661E-08 
    0.000E+00    -2.500E-01     2.500E-01    -4.810E-10     1.050E-08    -3.560E-08     3.712E-08 
    0.000E+00     0.000E+00    -2.500E-01     1.021E-09     5.839E-10    -1.427E-07     1.427E-07 
    0.000E+00     0.000E+00     0.000E+00     2.095E-10     1.980E-10    -7.044E-08     7.044E-08 
    0.000E+00     0.000E+00     2.500E-01    -3.262E-11     6.618E-11    -3.907E-08     3.907E-08 
    0.000E+00     2.500E-01    -2.500E-01    -6.486E-10    -4.744E-08    -1.184E-07     1.275E-07 
    0.000E+00     2.500E-01     0.000E+00     5.439E-11    -2.043E-08    -6.245E-08     6.570E-08 
    0.000E+00     2.500E-01     2.500E-01    -2.264E-10    -9.995E-09    -3.556E-08     3.694E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -4.059E-08     4.164E-08    -9.934E-08     1.151E-07 
    2.500E-01    -2.500E-01     0.000E+00    -1.900E-08     1.873E-08    -5.539E-08     6.148E-08 
    2.500E-01    -2.500E-01     2.500E-01    -9.430E-09     9.443E-09    -3.216E-08     3.482E-08 
    2.500E-01     0.000E+00    -2.500E-01    -4.794E-08     1.786E-09    -1.195E-07     1.287E-07 
    2.500E-01     0.000E+00     0.000E+00    -2.097E-08    -4.408E-10    -6.276E-08     6.617E-08 
    2.500E-01     0.000E+00     2.500E-01    -9.927E-09    -9.649E-11    -3.570E-08     3.705E-08 
    2.500E-01     2.500E-01    -2.500E-01    -4.076E-08    -4.182E-08    -9.765E-08     1.138E-07 
    2.500E-01     2.500E-01     0.000E+00    -1.858E-08    -1.905E-08    -5.608E-08     6.208E-08 
    2.500E-01     2.500E-01     2.500E-01    -9.592E-09    -9.294E-09    -3.255E-08     3.518E-08 
