        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01     5.301E-10    -1.867E-08     5.659E-10     1.869E-08 
   -2.500E-01    -2.500E-01     0.000E+00     1.124E-10    -1.566E-08     4.965E-09     1.643E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -2.913E-11    -1.106E-08     6.931E-09     1.305E-08 
   -2.500E-01     0.000E+00    -2.500E-01     3.263E-09    -3.468E-08     3.266E-09     3.499E-08 
   -2.500E-01     0.000E+00     0.000E+00     2.171E-09    -2.684E-08     1.202E-08     2.949E-08 
   -2.500E-01     0.000E+00     2.500E-01     7.599E-10    -1.646E-08     1.372E-08     2.144E-08 
   -2.500E-01     2.500E-01    -2.500E-01     1.359E-08    -7.119E-08     1.386E-08     7.379E-08 
   -2.500E-01     2.500E-01     0.000E+00     8.383E-09    -4.562E-08     2.949E-08     5.497E-08 
   -2.500E-01     2.500E-01     2.500E-01     3.962E-09    -2.215E-08     2.759E-08     3.560E-08 
    0.000E+00    -2.500E-01    -2.500E-01     4.975E-09    -1.569E-08     2.180E-10     1.646E-08 
    0.000E+00    -2.500E-01     0.000E+00     4.359E-09    -1.331E-08     4.196E-09     1.462E-08 
    0.000E+00    -2.500E-01     2.500E-01     3.025E-09    -9.576E-09     6.089E-09     1.174E-08 
    0.000E+00     0.000E+00    -2.500E-01     1.205E-08    -2.667E-08     2.438E-09     2.937E-08 
    0.000E+00     0.000E+00     0.000E+00     9.454E-09    -2.101E-08     9.493E-09     2.492E-08 
    0.000E+00     0.000E+00     2.500E-01     6.263E-09    -1.312E-08     1.154E-08     1.856E-08 
    0.000E+00     2.500E-01    -2.500E-01     2.960E-08    -4.621E-08     8.724E-09     5.557E-08 
    0.000E+00     2.500E-01     0.000E+00     2.108E-08    -3.069E-08     2.126E-08     4.287E-08 
    0.000E+00     2.500E-01     2.500E-01     1.191E-08    -1.574E-08     2.089E-08     2.874E-08 
    2.500E-01    -2.500E-01    -2.500E-01     6.889E-09    -1.098E-08    -8.314E-11     1.296E-08 
    2.500E-01    -2.500E-01     0.000E+00     6.032E-09    -9.543E-09     3.003E-09     1.168E-08 
    2.500E-01    -2.500E-01     2.500E-01     4.656E-09    -7.018E-09     4.642E-09     9.617E-09 
    2.500E-01     0.000E+00    -2.500E-01     1.359E-08    -1.621E-08     9.501E-10     2.118E-08 
    2.500E-01     0.000E+00     0.000E+00     1.142E-08    -1.328E-08     6.162E-09     1.857E-08 
    2.500E-01     0.000E+00     2.500E-01     8.081E-09    -8.816E-09     8.237E-09     1.452E-08 
    2.500E-01     2.500E-01    -2.500E-01     2.763E-08    -2.262E-08     3.776E-09     3.591E-08 
    2.500E-01     2.500E-01     0.000E+00     2.128E-08    -1.566E-08     1.165E-08     2.887E-08 
    2.500E-01     2.500E-01     2.500E-01     1.347E-08    -8.514E-09     1.347E-08     2.087E-08 
