        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -6.176E-08    -1.629E-08     2.488E-08     6.854E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -7.510E-08    -1.973E-08    -5.421E-11     7.765E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -6.155E-08    -1.616E-08    -2.434E-08     6.813E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -3.874E-08    -2.908E-08     1.758E-08     5.153E-08 
   -2.500E-01     0.000E+00     0.000E+00    -4.478E-08    -3.331E-08    -2.817E-11     5.581E-08 
   -2.500E-01     0.000E+00     2.500E-01    -3.824E-08    -2.862E-08    -1.690E-08     5.067E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -1.800E-08    -2.596E-08     1.017E-08     3.319E-08 
   -2.500E-01     2.500E-01     0.000E+00    -2.022E-08    -2.888E-08     1.672E-10     3.526E-08 
   -2.500E-01     2.500E-01     2.500E-01    -1.778E-08    -2.543E-08    -9.800E-09     3.254E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -3.328E-08    -4.525E-09     1.107E-08     3.536E-08 
    0.000E+00    -2.500E-01     0.000E+00    -3.780E-08    -4.986E-09     7.099E-11     3.813E-08 
    0.000E+00    -2.500E-01     2.500E-01    -3.336E-08    -4.321E-09    -1.071E-08     3.530E-08 
    0.000E+00     0.000E+00    -2.500E-01    -2.456E-08    -1.237E-08     8.613E-09     2.882E-08 
    0.000E+00     0.000E+00     0.000E+00    -2.750E-08    -1.428E-08    -9.184E-11     3.099E-08 
    0.000E+00     0.000E+00     2.500E-01    -2.420E-08    -1.206E-08    -8.455E-09     2.833E-08 
    0.000E+00     2.500E-01    -2.500E-01    -1.463E-08    -1.384E-08     5.883E-09     2.098E-08 
    0.000E+00     2.500E-01     0.000E+00    -1.633E-08    -1.499E-08     6.652E-11     2.217E-08 
    0.000E+00     2.500E-01     2.500E-01    -1.475E-08    -1.370E-08    -5.849E-09     2.096E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -1.861E-08    -9.326E-10     5.231E-09     1.935E-08 
    2.500E-01    -2.500E-01     0.000E+00    -2.054E-08    -1.095E-09    -4.937E-11     2.057E-08 
    2.500E-01    -2.500E-01     2.500E-01    -1.873E-08    -7.471E-10    -5.357E-09     1.950E-08 
    2.500E-01     0.000E+00    -2.500E-01    -1.539E-08    -5.460E-09     4.556E-09     1.695E-08 
    2.500E-01     0.000E+00     0.000E+00    -1.674E-08    -5.978E-09    -2.800E-11     1.778E-08 
    2.500E-01     0.000E+00     2.500E-01    -1.543E-08    -5.557E-09    -4.543E-09     1.702E-08 
    2.500E-01     2.500E-01    -2.500E-01    -1.064E-08    -7.140E-09     3.375E-09     1.325E-08 
    2.500E-01     2.500E-01     0.000E+00    -1.161E-08    -7.802E-09     6.299E-11     1.399E-08 
    2.500E-01     2.500E-01     2.500E-01    -1.056E-08    -7.168E-09    -3.382E-09     1.320E-08 
