        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -1.803E-08     9.910E-09     2.553E-08     3.279E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -3.911E-08     1.714E-08     2.941E-08     5.185E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -6.270E-08     2.488E-08     1.553E-08     6.922E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -2.049E-08     2.693E-10     2.910E-08     3.559E-08 
   -2.500E-01     0.000E+00     0.000E+00    -4.518E-08     2.380E-10     3.363E-08     5.632E-08 
   -2.500E-01     0.000E+00     2.500E-01    -7.538E-08    -1.322E-10     1.942E-08     7.784E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -1.785E-08    -1.043E-08     2.591E-08     3.315E-08 
   -2.500E-01     2.500E-01     0.000E+00    -3.843E-08    -1.785E-08     2.935E-08     5.155E-08 
   -2.500E-01     2.500E-01     2.500E-01    -6.326E-08    -2.414E-08     1.625E-08     6.963E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -1.471E-08     5.790E-09     1.373E-08     2.094E-08 
    0.000E+00    -2.500E-01     0.000E+00    -2.436E-08     8.649E-09     1.220E-08     2.859E-08 
    0.000E+00    -2.500E-01     2.500E-01    -3.287E-08     1.078E-08     4.605E-09     3.490E-08 
    0.000E+00     0.000E+00    -2.500E-01    -1.656E-08    -1.526E-10     1.497E-08     2.232E-08 
    0.000E+00     0.000E+00     0.000E+00    -2.757E-08     6.911E-11     1.363E-08     3.075E-08 
    0.000E+00     0.000E+00     2.500E-01    -3.729E-08     2.629E-10     5.213E-09     3.765E-08 
    0.000E+00     2.500E-01    -2.500E-01    -1.464E-08    -5.895E-09     1.372E-08     2.091E-08 
    0.000E+00     2.500E-01     0.000E+00    -2.452E-08    -8.613E-09     1.240E-08     2.880E-08 
    0.000E+00     2.500E-01     2.500E-01    -3.341E-08    -1.102E-08     4.397E-09     3.545E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -1.062E-08     3.324E-09     7.181E-09     1.325E-08 
    2.500E-01    -2.500E-01     0.000E+00    -1.542E-08     4.583E-09     5.452E-09     1.699E-08 
    2.500E-01    -2.500E-01     2.500E-01    -1.878E-08     5.441E-09     8.327E-10     1.957E-08 
    2.500E-01     0.000E+00    -2.500E-01    -1.164E-08    -3.047E-11     7.848E-09     1.404E-08 
    2.500E-01     0.000E+00     0.000E+00    -1.687E-08    -4.888E-11     6.091E-09     1.794E-08 
    2.500E-01     0.000E+00     2.500E-01    -2.088E-08    -1.806E-10     1.208E-09     2.092E-08 
    2.500E-01     2.500E-01    -2.500E-01    -1.068E-08    -3.357E-09     7.201E-09     1.331E-08 
    2.500E-01     2.500E-01     0.000E+00    -1.529E-08    -4.439E-09     5.461E-09     1.683E-08 
    2.500E-01     2.500E-01     2.500E-01    -1.866E-08    -5.205E-09     9.046E-10     1.940E-08 
