        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -9.241E-09    -9.262E-09    -3.251E-08     3.505E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -1.887E-08    -1.850E-08    -5.504E-08     6.106E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -4.133E-08    -4.029E-08    -9.911E-08     1.147E-07 
   -2.500E-01     0.000E+00    -2.500E-01    -9.941E-09    -1.968E-12    -3.513E-08     3.651E-08 
   -2.500E-01     0.000E+00     0.000E+00    -2.088E-08     4.862E-10    -6.205E-08     6.548E-08 
   -2.500E-01     0.000E+00     2.500E-01    -4.786E-08    -1.454E-10    -1.184E-07     1.277E-07 
   -2.500E-01     2.500E-01    -2.500E-01    -9.465E-09     9.375E-09    -3.235E-08     3.499E-08 
   -2.500E-01     2.500E-01     0.000E+00    -1.855E-08     1.840E-08    -5.452E-08     6.046E-08 
   -2.500E-01     2.500E-01     2.500E-01    -4.126E-08     3.977E-08    -9.725E-08     1.129E-07 
    0.000E+00    -2.500E-01    -2.500E-01     7.386E-11    -9.948E-09    -3.555E-08     3.692E-08 
    0.000E+00    -2.500E-01     0.000E+00    -4.601E-10    -2.078E-08    -6.231E-08     6.568E-08 
    0.000E+00    -2.500E-01     2.500E-01     1.182E-09    -4.690E-08    -1.179E-07     1.269E-07 
    0.000E+00     0.000E+00    -2.500E-01    -3.605E-10     2.146E-10    -3.906E-08     3.906E-08 
    0.000E+00     0.000E+00     0.000E+00    -3.154E-10    -1.183E-10    -7.124E-08     7.124E-08 
    0.000E+00     0.000E+00     2.500E-01     8.863E-10    -4.908E-10    -1.406E-07     1.406E-07 
    0.000E+00     2.500E-01    -2.500E-01    -1.406E-10     1.014E-08    -3.541E-08     3.683E-08 
    0.000E+00     2.500E-01     0.000E+00    -3.703E-10     2.102E-08    -6.240E-08     6.585E-08 
    0.000E+00     2.500E-01     2.500E-01     3.356E-12     4.618E-08    -1.177E-07     1.264E-07 
    2.500E-01    -2.500E-01    -2.500E-01     9.490E-09    -9.092E-09    -3.227E-08     3.484E-08 
    2.500E-01    -2.500E-01     0.000E+00     1.862E-08    -1.891E-08    -5.582E-08     6.181E-08 
    2.500E-01    -2.500E-01     2.500E-01     3.965E-08    -4.193E-08    -9.919E-08     1.148E-07 
    2.500E-01     0.000E+00    -2.500E-01     1.002E-08    -1.571E-10    -3.554E-08     3.693E-08 
    2.500E-01     0.000E+00     0.000E+00     2.084E-08     5.941E-10    -6.226E-08     6.566E-08 
    2.500E-01     0.000E+00     2.500E-01     4.673E-08    -6.455E-10    -1.176E-07     1.265E-07 
    2.500E-01     2.500E-01    -2.500E-01     9.439E-09     9.206E-09    -3.212E-08     3.472E-08 
    2.500E-01     2.500E-01     0.000E+00     1.795E-08     1.804E-08    -5.467E-08     6.031E-08 
    2.500E-01     2.500E-01     2.500E-01     4.156E-08     4.138E-08    -1.004E-07     1.163E-07 
