        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01     2.548E-08     9.774E-09    -1.753E-08     3.243E-08 
   -2.500E-01    -2.500E-01     0.000E+00     1.381E-08     5.945E-09    -1.475E-08     2.106E-08 
   -2.500E-01    -2.500E-01     2.500E-01     7.284E-09     3.498E-09    -1.090E-08     1.357E-08 
   -2.500E-01     0.000E+00    -2.500E-01     2.893E-08     2.282E-10    -2.044E-08     3.542E-08 
   -2.500E-01     0.000E+00     0.000E+00     1.492E-08     1.188E-10    -1.645E-08     2.221E-08 
   -2.500E-01     0.000E+00     2.500E-01     7.916E-09     3.074E-11    -1.168E-08     1.411E-08 
   -2.500E-01     2.500E-01    -2.500E-01     2.587E-08    -9.994E-09    -1.811E-08     3.313E-08 
   -2.500E-01     2.500E-01     0.000E+00     1.370E-08    -5.797E-09    -1.489E-08     2.105E-08 
   -2.500E-01     2.500E-01     2.500E-01     7.323E-09    -3.427E-09    -1.080E-08     1.349E-08 
    0.000E+00    -2.500E-01    -2.500E-01     2.866E-08     1.694E-08    -3.775E-08     5.033E-08 
    0.000E+00    -2.500E-01     0.000E+00     1.276E-08     8.551E-09    -2.499E-08     2.934E-08 
    0.000E+00    -2.500E-01     2.500E-01     5.327E-09     4.674E-09    -1.548E-08     1.702E-08 
    0.000E+00     0.000E+00    -2.500E-01     3.341E-08     1.427E-10    -4.545E-08     5.641E-08 
    0.000E+00     0.000E+00     0.000E+00     1.394E-08     5.083E-11    -2.773E-08     3.104E-08 
    0.000E+00     0.000E+00     2.500E-01     5.995E-09     6.816E-11    -1.695E-08     1.798E-08 
    0.000E+00     2.500E-01    -2.500E-01     2.929E-08    -1.754E-08    -3.872E-08     5.162E-08 
    0.000E+00     2.500E-01     0.000E+00     1.262E-08    -8.530E-09    -2.482E-08     2.912E-08 
    0.000E+00     2.500E-01     2.500E-01     5.404E-09    -4.555E-09    -1.546E-08     1.700E-08 
    2.500E-01    -2.500E-01    -2.500E-01     1.658E-08     2.527E-08    -6.250E-08     6.942E-08 
    2.500E-01    -2.500E-01     0.000E+00     4.389E-09     1.110E-08    -3.398E-08     3.601E-08 
    2.500E-01    -2.500E-01     2.500E-01     8.804E-10     5.293E-09    -1.877E-08     1.952E-08 
    2.500E-01     0.000E+00    -2.500E-01     1.950E-08     6.352E-10    -7.747E-08     7.989E-08 
    2.500E-01     0.000E+00     0.000E+00     4.877E-09    -2.535E-10    -3.790E-08     3.822E-08 
    2.500E-01     0.000E+00     2.500E-01     1.141E-09    -1.645E-11    -2.061E-08     2.064E-08 
    2.500E-01     2.500E-01    -2.500E-01     1.596E-08    -2.570E-08    -6.279E-08     6.969E-08 
    2.500E-01     2.500E-01     0.000E+00     5.073E-09    -1.089E-08    -3.399E-08     3.605E-08 
    2.500E-01     2.500E-01     2.500E-01     8.119E-10    -5.232E-09    -1.887E-08     1.960E-08 
