        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -1.083E-08    -3.411E-09    -7.171E-09     1.343E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -1.539E-08    -4.580E-09    -5.378E-09     1.694E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -1.873E-08    -5.127E-09    -1.016E-09     1.944E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -1.168E-08     2.778E-11    -7.822E-09     1.405E-08 
   -2.500E-01     0.000E+00     0.000E+00    -1.695E-08     2.087E-11    -6.061E-09     1.800E-08 
   -2.500E-01     0.000E+00     2.500E-01    -2.056E-08     4.517E-12    -1.012E-09     2.059E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -1.076E-08     3.302E-09    -7.193E-09     1.336E-08 
   -2.500E-01     2.500E-01     0.000E+00    -1.538E-08     4.552E-09    -5.396E-09     1.693E-08 
   -2.500E-01     2.500E-01     2.500E-01    -1.860E-08     5.153E-09    -9.818E-10     1.933E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -1.497E-08    -5.897E-09    -1.375E-08     2.116E-08 
    0.000E+00    -2.500E-01     0.000E+00    -2.442E-08    -8.619E-09    -1.244E-08     2.873E-08 
    0.000E+00    -2.500E-01     2.500E-01    -3.384E-08    -1.065E-08    -4.863E-09     3.581E-08 
    0.000E+00     0.000E+00    -2.500E-01    -1.652E-08     1.577E-10    -1.513E-08     2.240E-08 
    0.000E+00     0.000E+00     0.000E+00    -2.775E-08     7.938E-11    -1.383E-08     3.100E-08 
    0.000E+00     0.000E+00     2.500E-01    -3.807E-08    -5.305E-10    -5.321E-09     3.844E-08 
    0.000E+00     2.500E-01    -2.500E-01    -1.456E-08     5.854E-09    -1.359E-08     2.076E-08 
    0.000E+00     2.500E-01     0.000E+00    -2.425E-08     8.464E-09    -1.238E-08     2.851E-08 
    0.000E+00     2.500E-01     2.500E-01    -3.360E-08     1.106E-08    -4.518E-09     3.566E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -1.802E-08    -1.014E-08    -2.617E-08     3.335E-08 
    2.500E-01    -2.500E-01     0.000E+00    -3.818E-08    -1.716E-08    -2.847E-08     5.063E-08 
    2.500E-01    -2.500E-01     2.500E-01    -6.291E-08    -2.531E-08    -1.681E-08     6.987E-08 
    2.500E-01     0.000E+00    -2.500E-01    -2.043E-08    -8.811E-11    -2.865E-08     3.519E-08 
    2.500E-01     0.000E+00     0.000E+00    -4.561E-08     2.497E-12    -3.321E-08     5.642E-08 
    2.500E-01     0.000E+00     2.500E-01    -7.571E-08     1.129E-09    -1.935E-08     7.815E-08 
    2.500E-01     2.500E-01    -2.500E-01    -1.777E-08     9.757E-09    -2.563E-08     3.267E-08 
    2.500E-01     2.500E-01     0.000E+00    -3.803E-08     1.782E-08    -2.901E-08     5.104E-08 
    2.500E-01     2.500E-01     2.500E-01    -6.275E-08     2.438E-08    -1.610E-08     6.922E-08 
