        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01     7.117E-09     7.079E-09    -3.979E-09     1.080E-08 
   -2.500E-01    -2.500E-01     0.000E+00     4.500E-09     4.509E-09    -4.446E-09     7.769E-09 
   -2.500E-01    -2.500E-01     2.500E-01     2.637E-09     2.682E-09    -3.859E-09     5.389E-09 
   -2.500E-01     0.000E+00    -2.500E-01     1.149E-08     6.911E-09    -7.669E-09     1.545E-08 
   -2.500E-01     0.000E+00     0.000E+00     6.448E-09     3.594E-09    -6.929E-09     1.012E-08 
   -2.500E-01     0.000E+00     2.500E-01     3.554E-09     1.845E-09    -5.203E-09     6.565E-09 
   -2.500E-01     2.500E-01    -2.500E-01     1.527E-08     2.495E-09    -1.115E-08     1.907E-08 
   -2.500E-01     2.500E-01     0.000E+00     7.935E-09     8.982E-10    -8.840E-09     1.191E-08 
   -2.500E-01     2.500E-01     2.500E-01     4.114E-09     1.182E-10    -6.165E-09     7.413E-09 
    0.000E+00    -2.500E-01    -2.500E-01     6.576E-09     1.145E-08    -7.543E-09     1.521E-08 
    0.000E+00    -2.500E-01     0.000E+00     3.638E-09     6.529E-09    -6.987E-09     1.023E-08 
    0.000E+00    -2.500E-01     2.500E-01     1.747E-09     3.586E-09    -5.206E-09     6.559E-09 
    0.000E+00     0.000E+00    -2.500E-01     1.201E-08     1.210E-08    -1.562E-08     2.312E-08 
    0.000E+00     0.000E+00     0.000E+00     5.657E-09     5.652E-09    -1.128E-08     1.382E-08 
    0.000E+00     0.000E+00     2.500E-01     2.612E-09     2.597E-09    -7.409E-09     8.274E-09 
    0.000E+00     2.500E-01    -2.500E-01     1.830E-08     6.115E-09    -2.484E-08     3.145E-08 
    0.000E+00     2.500E-01     0.000E+00     7.463E-09     1.900E-09    -1.479E-08     1.667E-08 
    0.000E+00     2.500E-01     2.500E-01     3.126E-09     3.570E-10    -8.923E-09     9.462E-09 
    2.500E-01    -2.500E-01    -2.500E-01     2.650E-09     1.545E-08    -1.107E-08     1.919E-08 
    2.500E-01    -2.500E-01     0.000E+00     7.635E-10     8.073E-09    -8.771E-09     1.195E-08 
    2.500E-01    -2.500E-01     2.500E-01     6.078E-11     4.097E-09    -6.122E-09     7.366E-09 
    2.500E-01     0.000E+00    -2.500E-01     6.103E-09     1.804E-08    -2.447E-08     3.101E-08 
    2.500E-01     0.000E+00     0.000E+00     1.771E-09     7.332E-09    -1.465E-08     1.648E-08 
    2.500E-01     0.000E+00     2.500E-01     3.834E-10     3.169E-09    -8.942E-09     9.495E-09 
    2.500E-01     2.500E-01    -2.500E-01     1.022E-08     1.035E-08    -4.075E-08     4.327E-08 
    2.500E-01     2.500E-01     0.000E+00     3.206E-09     3.319E-09    -2.087E-08     2.137E-08 
    2.500E-01     2.500E-01     2.500E-01     5.446E-10     6.769E-10    -1.101E-08     1.104E-08 
