        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -6.062E-09    -3.993E-09     1.141E-10     7.259E-09 
   -2.500E-01    -2.500E-01     0.000E+00    -5.126E-09    -3.485E-09     1.773E-09     6.447E-09 
   -2.500E-01    -2.500E-01     2.500E-01    -3.758E-09    -2.638E-09     2.642E-09     5.298E-09 
   -2.500E-01     0.000E+00    -2.500E-01    -8.820E-09    -3.159E-09     3.453E-10     9.375E-09 
   -2.500E-01     0.000E+00     0.000E+00    -7.266E-09    -2.573E-09     2.598E-09     8.134E-09 
   -2.500E-01     0.000E+00     2.500E-01    -5.135E-09    -1.813E-09     3.475E-09     6.460E-09 
   -2.500E-01     2.500E-01    -2.500E-01    -1.078E-08    -6.812E-10     6.451E-10     1.082E-08 
   -2.500E-01     2.500E-01     0.000E+00    -8.795E-09    -3.929E-10     3.114E-09     9.339E-09 
   -2.500E-01     2.500E-01     2.500E-01    -6.083E-09    -1.355E-10     4.003E-09     7.283E-09 
    0.000E+00    -2.500E-01    -2.500E-01    -8.622E-09    -7.915E-09     8.961E-10     1.174E-08 
    0.000E+00    -2.500E-01     0.000E+00    -6.855E-09    -6.424E-09     3.545E-09     1.004E-08 
    0.000E+00    -2.500E-01     2.500E-01    -4.421E-09    -4.469E-09     4.432E-09     7.691E-09 
    0.000E+00     0.000E+00    -2.500E-01    -1.454E-08    -7.274E-09     1.888E-09     1.636E-08 
    0.000E+00     0.000E+00     0.000E+00    -1.105E-08    -5.508E-09     5.739E-09     1.361E-08 
    0.000E+00     0.000E+00     2.500E-01    -6.848E-09    -3.558E-09     6.421E-09     1.004E-08 
    0.000E+00     2.500E-01    -2.500E-01    -2.032E-08    -2.903E-09     2.957E-09     2.074E-08 
    0.000E+00     2.500E-01     0.000E+00    -1.469E-08    -1.936E-09     7.371E-09     1.655E-08 
    0.000E+00     2.500E-01     2.500E-01    -8.776E-09    -7.697E-10     7.981E-09     1.189E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -1.089E-08    -1.544E-08     2.710E-09     1.909E-08 
    2.500E-01    -2.500E-01     0.000E+00    -7.416E-09    -1.153E-08     6.536E-09     1.519E-08 
    2.500E-01    -2.500E-01     2.500E-01    -4.052E-09    -7.180E-09     7.160E-09     1.092E-08 
    2.500E-01     0.000E+00    -2.500E-01    -2.403E-08    -1.794E-08     5.891E-09     3.056E-08 
    2.500E-01     0.000E+00     0.000E+00    -1.532E-08    -1.228E-08     1.197E-08     2.300E-08 
    2.500E-01     0.000E+00     2.500E-01    -7.434E-09    -6.600E-09     1.132E-08     1.506E-08 
    2.500E-01     2.500E-01    -2.500E-01    -4.004E-08    -1.067E-08     1.021E-08     4.267E-08 
    2.500E-01     2.500E-01     0.000E+00    -2.460E-08    -6.339E-09     1.782E-08     3.103E-08 
    2.500E-01     2.500E-01     2.500E-01    -1.116E-08    -2.724E-09     1.512E-08     1.899E-08 
