        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01     5.337E-10    -1.457E-08    -4.075E-09     1.514E-08 
   -2.500E-01    -2.500E-01     0.000E+00     5.572E-10    -1.607E-08     7.399E-12     1.608E-08 
   -2.500E-01    -2.500E-01     2.500E-01     6.113E-10    -1.456E-08     4.114E-09     1.515E-08 
   -2.500E-01     0.000E+00    -2.500E-01     2.887E-09    -2.568E-08    -8.734E-09     2.727E-08 
   -2.500E-01     0.000E+00     0.000E+00     3.738E-09    -3.010E-08     9.748E-11     3.033E-08 
   -2.500E-01     0.000E+00     2.500E-01     2.786E-09    -2.609E-08     8.683E-09     2.764E-08 
   -2.500E-01     2.500E-01    -2.500E-01     1.089E-08    -5.001E-08    -2.030E-08     5.506E-08 
   -2.500E-01     2.500E-01     0.000E+00     1.350E-08    -6.113E-08    -2.229E-10     6.260E-08 
   -2.500E-01     2.500E-01     2.500E-01     1.158E-08    -4.963E-08     2.087E-08     5.507E-08 
    0.000E+00    -2.500E-01    -2.500E-01     4.077E-09    -1.203E-08    -3.596E-09     1.320E-08 
    0.000E+00    -2.500E-01     0.000E+00     4.573E-09    -1.321E-08    -6.259E-11     1.398E-08 
    0.000E+00    -2.500E-01     2.500E-01     4.030E-09    -1.199E-08     3.638E-09     1.316E-08 
    0.000E+00     0.000E+00    -2.500E-01     9.539E-09    -1.964E-08    -6.976E-09     2.292E-08 
    0.000E+00     0.000E+00     0.000E+00     1.058E-08    -2.223E-08     3.981E-12     2.461E-08 
    0.000E+00     0.000E+00     2.500E-01     9.611E-09    -1.951E-08     7.014E-09     2.285E-08 
    0.000E+00     2.500E-01    -2.500E-01     2.189E-08    -3.117E-08    -1.447E-08     4.075E-08 
    0.000E+00     2.500E-01     0.000E+00     2.625E-08    -3.772E-08     7.140E-10     4.596E-08 
    0.000E+00     2.500E-01     2.500E-01     2.179E-08    -3.098E-08     1.438E-08     4.051E-08 
    2.500E-01    -2.500E-01    -2.500E-01     5.528E-09    -8.364E-09    -2.709E-09     1.039E-08 
    2.500E-01    -2.500E-01     0.000E+00     5.959E-09    -9.221E-09     2.068E-11     1.098E-08 
    2.500E-01    -2.500E-01     2.500E-01     5.553E-09    -8.353E-09     2.729E-09     1.040E-08 
    2.500E-01     0.000E+00    -2.500E-01     1.051E-08    -1.174E-08    -4.724E-09     1.645E-08 
    2.500E-01     0.000E+00     0.000E+00     1.170E-08    -1.342E-08    -4.128E-11     1.781E-08 
    2.500E-01     0.000E+00     2.500E-01     1.064E-08    -1.198E-08     4.787E-09     1.673E-08 
    2.500E-01     2.500E-01    -2.500E-01     2.002E-08    -1.477E-08    -8.688E-09     2.635E-08 
    2.500E-01     2.500E-01     0.000E+00     2.279E-08    -1.680E-08    -3.340E-10     2.831E-08 
    2.500E-01     2.500E-01     2.500E-01     2.012E-08    -1.457E-08     8.387E-09     2.622E-08 
