% Model:              coilcube-g10-freespacecurrents.mph
% Version:            COMSOL 5.1.0.234
% Date:               Mar 31 2025, 09:54
% Dimension:          3
% Nodes:              221
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        m
% x                       y                        z                        mf.Bx (T)                mf.By (T)                mf.Bz (T)
-0.5800000000000001       0                        0                        1.1220708829413724E-8    7.447898643986653E-12    4.458366963923006E-11
-0.5700000000000001       0                        0                        1.1055741805108324E-8    -2.8667538969977193E-11  2.1116904508856746E-11
-0.56                     0                        0                        1.0898743473691572E-8    -3.7478023024595865E-11  7.066360285838522E-11
-0.55                     0                        0                        1.065678623541432E-8     1.500441729954801E-11    -2.7258047009935197E-12
-0.54                     0                        0                        1.0475037855386176E-8    1.5664219417621946E-11   -2.5848436188699513E-12
-0.53                     0                        0                        1.0301662837944687E-8    -4.3995187666395E-11     -1.6730000401691316E-11
-0.5200000000000001       0                        0                        1.0116301845368E-8       -3.6429154825118E-11     -1.4201752028926755E-11
-0.5100000000000001       0                        0                        9.930940852791303E-9     -2.886312198383769E-11   -1.1673503656174808E-11
-0.5000000000000001       0                        0                        9.745579860214598E-9     -2.1297089142555725E-11  -9.14525528341004E-12
-0.4900000000000001       0                        0                        9.560218867637898E-9     -1.373105630127707E-11   -6.617006910650648E-12
-0.4800000000000001       0                        0                        9.374857875061192E-9     -6.165023459993451E-12   -4.088758537890016E-12
-0.4700000000000001       0                        0                        9.189496882484497E-9     1.4010093812852042E-12   -1.5605101651293833E-12
-0.4600000000000001       0                        0                        9.004135889907794E-9     8.967042222567168E-12    9.677382076329035E-13
-0.45000000000000007      0                        0                        8.818774897331099E-9     1.6533075063847478E-11   3.4959865803918815E-12
-0.44000000000000006      0                        0                        8.633413904754402E-9     2.4099107905127788E-11   6.024234953154168E-12
-0.43000000000000005      0                        0                        8.448052912177696E-9     3.166514074640479E-11    8.552483325913146E-12
-0.42000000000000004      0                        0                        8.243676733183613E-9     1.0301279388998253E-11   -6.669212627496135E-13
-0.41000000000000003      0                        0                        8.049165840193007E-9     8.159018470154147E-12    -5.691448973017483E-13
-0.4                      0                        0                        7.854654947202396E-9     6.016757551306732E-12    -4.713685318638092E-13
-0.3900000000000001       0                        0                        7.660144054211796E-9     3.874496632460971E-12    -3.7359216642917886E-13
-0.3800000000000001       0                        0                        7.465633161221185E-9     1.7322357136119014E-12   -2.758158009895854E-13
-0.3700000000000001       0                        0                        7.271122268230584E-9     -4.100252052371681E-13   -1.780394355533007E-13
-0.3600000000000001       0                        0                        7.076611375239973E-9     -2.5522861240862377E-12  -8.02630701037811E-14
-0.3500000000000001       0                        0                        6.87872696128695E-9      -2.0328867336396333E-12  2.8725006118133683E-13
-0.3400000000000001       0                        0                        6.682045060594301E-9     -9.593070728108768E-13   2.327405319225388E-13
-0.33000000000000007      0                        0                        6.485363159901645E-9     1.1427258801622528E-13   1.7823100265381463E-13
-0.32000000000000006      0                        0                        6.2886812592089945E-9    1.1878522488482905E-12   1.2372147339336225E-13
-0.31000000000000005      0                        0                        6.092927058871564E-9     -6.106731605910986E-13   4.051705770546293E-13
-0.30000000000000004      0                        0                        5.896059555109407E-9     -3.476700590921963E-13   1.6673795458290066E-13
-0.29000000000000004      0                        0                        5.699192051347255E-9     -8.46669575889513E-14    -7.169466789792697E-14
-0.28                     0                        0                        5.502324547585096E-9     1.7833614390808987E-13   -3.1012729037616966E-13
-0.27                     0                        0                        5.3054570438229364E-9    4.413392454014087E-13    -5.485599128426767E-13
-0.2600000000000001       0                        0                        5.10848597415712E-9      -2.5152316024655234E-13  -5.412235388243852E-13
-0.2500000000000001       0                        0                        4.9113419348718955E-9    -6.151698625500186E-13   -5.647544132680034E-13
-0.2400000000000001       0                        0                        4.715920476286451E-9     1.5655400328916074E-12   -1.1409340490086337E-12
-0.2300000000000001       0                        0                        4.519235057116474E-9     1.2299864176468067E-12   -9.899770684354382E-13
-0.22000000000000008      0                        0                        4.322549637946507E-9     8.944328024021675E-13    -8.39020087868033E-13
-0.21000000000000008      0                        0                        4.1237777447216634E-9    -7.343641475326439E-13   4.232370607909617E-13
-0.20000000000000007      0                        0                        3.9271286240986645E-9    -6.747892312218496E-13   3.049206320773325E-13
-0.19000000000000006      0                        0                        3.730479503475655E-9     -6.152143149131232E-13   1.8660420336266936E-13
-0.18000000000000005      0                        0                        3.533830382852649E-9     -5.556393986072919E-13   6.828777464960887E-14
-0.17000000000000004      0                        0                        3.3371812622296605E-9    -4.960644822985655E-13   -5.002865406065989E-14
-0.16000000000000003      0                        0                        3.1405321416066558E-9    -4.3648956598735756E-13  -1.683450827726347E-13
-0.15000000000000002      0                        0                        2.94447713755548E-9      -4.905406844048877E-13   -5.478810148505533E-13
-0.14000000000000012      0                        0                        2.7479934290178784E-9    4.3697004683951205E-14   -4.687411546040014E-13
-0.13000000000000012      0                        0                        2.5515097204802743E-9    5.779346937727901E-13    -3.896012943595174E-13
-0.1200000000000001       0                        0                        2.355026011942665E-9     1.1121723828588373E-12   -3.104614341103418E-13
-0.1100000000000001       0                        0                        2.158542303405072E-9     1.6464100719541902E-12   -2.313215738687917E-13
-0.10000000000000009      0                        0                        1.9620585948674544E-9    2.1806477610433393E-12   -1.5218171362296356E-13
-0.09000000000000008      0                        0                        1.7655155381529259E-9    1.9730370710548236E-13   -3.264853022676097E-13
-0.08000000000000007      0                        0                        1.5692832294551542E-9    2.8427959462118036E-13   -3.4216859801568453E-13
-0.07000000000000006      0                        0                        1.373050920757393E-9     3.712554821310881E-13    -3.5785189376045065E-13
-0.06000000000000005      0                        0                        1.1768186120596294E-9    4.582313696490609E-13    -3.7353518950976625E-13
-0.050000000000000044     0                        0                        9.80586303361859E-10     5.452072571670336E-13    -3.892184852574275E-13
-0.040000000000000036     0                        0                        7.843539946640933E-10    6.321831446876171E-13    -4.049017810117062E-13
-0.030000000000000027     0                        0                        5.881216859663216E-10    7.191590322014281E-13    -4.205850767560587E-13
-0.020000000000000018     0                        0                        3.9188937726855336E-10   8.061349197269489E-13    -4.362683725095102E-13
-0.010000000000000009     0                        0                        1.9565706857077862E-10   8.931108072350989E-13    -4.519516682557239E-13
0                         0                        0                        -5.752401269814311E-13   9.80086694756794E-13     -4.676349640050395E-13
0.010000000000000009      0                        0                        -1.979393024419042E-10   1.0864542612653337E-12   -9.918061028154839E-14
0.020000000000000018      0                        0                        -3.9415831099082944E-10  1.0646724472216117E-12   -3.513418351304606E-14
0.030000000000000027      0                        0                        -5.903773195397579E-10   1.0428906331729267E-12   2.89122432882333E-14
0.040000000000000036      0                        0                        -7.857172133801086E-10   4.153045346976004E-13    -3.5577586265519067E-12
0.050000000000000044      0                        0                        -9.821179889766387E-10   4.2406165235304516E-13   -3.670127858004924E-12
0.05999999999999983       0                        0                        -1.1785000216112733E-9   9.273513504928717E-13    -1.3344016924291016E-13
0.06999999999999984       0                        0                        -1.3750091101154103E-9   8.916502924735053E-13    -1.5273400883840766E-13
0.07999999999999985       0                        0                        -1.571518198619552E-9    8.55949234453273E-13     -1.7202784843597311E-13
0.08999999999999986       0                        0                        -1.768027287123689E-9    8.202481764351346E-13    -1.9132168803353856E-13
0.09999999999999987       0                        0                        -1.9645363756278284E-9   7.845471184158587E-13    -2.1061552762448657E-13
0.10999999999999988       0                        0                        -2.1610454641319654E-9   7.48846060396893E-13     -2.29909367222052E-13
0.11999999999999988       0                        0                        -2.3575545526361045E-9   7.131450023787028E-13    -2.4920320682044465E-13
0.1299999999999999        0                        0                        -2.5540636411402427E-9   6.774439443605127E-13    -2.684970464138742E-13
0.1399999999999999        0                        0                        -2.7505727296443817E-9   6.417428863410817E-13    -2.8779088601061247E-13
0.1499999999999999        0                        0                        -2.94708181814852E-9     6.060418283223745E-13    -3.0708472560735074E-13
0.15999999999999992       0                        0                        -3.1435909066526573E-9   5.703407703048047E-13    -3.2637856520574337E-13
0.16999999999999993       0                        0                        -3.340494684161366E-9    -3.15398886747179E-13    8.954932631442159E-13
0.17999999999999994       0                        0                        -3.536240369990773E-9    2.588256080126933E-13    4.1189605575777406E-13
0.18999999999999995       0                        0                        -3.732932424118457E-9    3.979433172751292E-13    1.2181218418177458E-13
0.19999999999999996       0                        0                        -3.929624478246147E-9    5.370610265338428E-13    -1.6827168739339772E-13
0.20999999999999996       0                        0                        -4.1263165323738325E-9   6.761787357892476E-13    -4.583555589702244E-13
0.21999999999999997       0                        0                        -4.3230085865015245E-9   8.152964450475476E-13    -7.484394305462239E-13
0.22999999999999998       0                        0                        -4.519682811301262E-9    1.0730478150497864E-12   -7.719212796549841E-13
0.24                      0                        0                        -4.716700313800116E-9    9.882258379262227E-13    -6.06653983422117E-13
0.25                      0                        0                        -4.913717816298969E-9    9.034038608023489E-13    -4.413866871915813E-13
0.26                      0                        0                        -5.110735318797822E-9    8.185818836801294E-13    -2.7611939095964E-13
0.27                      0                        0                        -5.307752821296677E-9    7.337599065567855E-13    -1.1085209473085715E-13
0.28                      0                        0                        -5.5049740716941734E-9   -2.8943674570477356E-13  -6.58431093088405E-13
0.29000000000000004       0                        0                        -5.701868490952384E-9    4.490758552753641E-13    -5.176990800802969E-13
0.30000000000000004       0                        0                        -5.898762910210595E-9    1.1875884562505528E-12   -3.7696706707492885E-13
0.30999999999999983       0                        0                        -6.095657329468804E-9    1.9261010572280236E-12   -2.3623505406604526E-13
0.31999999999999984       0                        0                        -6.2925517487270186E-9   2.6646136582049398E-12   -9.550304105708412E-14
0.32999999999999985       0                        0                        -6.4867542923651435E-9   1.1991567867344893E-12   -4.691865348914653E-13
0.33999999999999986       0                        0                        -6.683133648584674E-9    1.1102085731665008E-12   -7.36478900519103E-13
0.34999999999999987       0                        0                        -6.879513004804212E-9    1.0212603595923602E-12   -1.0037712661383654E-12
0.3599999999999999        0                        0                        -7.076226294376541E-9    1.0386365090922288E-12   -2.3007569225489324E-12
0.3699999999999999        0                        0                        -7.272303459464655E-9    -1.6664857398299384E-12  -1.7702567473885249E-12
0.3799999999999999        0                        0                        -7.468380624552757E-9    -4.371607988745488E-12   -1.2397565722277038E-12
0.3899999999999999        0                        0                        -7.664457789640864E-9    -7.0767302376626925E-12  -7.092563970726729E-13
0.3999999999999999        0                        0                        -7.860534954728965E-9    -9.781852486576588E-12   -1.7875622191350618E-13
0.4099999999999999        0                        0                        -8.052733276831259E-9    1.8254549417425604E-11   -5.894482491849716E-12
0.41999999999999993       0                        0                        -8.247535117645335E-9    5.880289600959215E-12    -6.740178197410382E-12
0.42999999999999994       0                        0                        -8.447510655613259E-9    -1.897184715866764E-11   -1.4959025934488704E-11
0.43999999999999995       0                        0                        -8.634178267984813E-9    -1.69901081681608E-11    -1.1193897793954224E-11
0.44999999999999996       0                        0                        -8.820845880356373E-9    -1.500836917765489E-11   -7.428769653414472E-12
0.45999999999999996       0                        0                        -9.00751349272793E-9     -1.3026630187148566E-11  -3.663641512876193E-12
0.47                      0                        0                        -9.194181105099488E-9    -1.1044891196641725E-11  1.0148662765929467E-13
0.48                      0                        0                        -9.380848717471045E-9    -9.063152206134264E-12   3.866614768198168E-12
0.49                      0                        0                        -9.567516329842605E-9    -7.0814132156286645E-12  7.631742908735543E-12
0.5                       0                        0                        -9.754183942214163E-9    -5.099674225120583E-12   1.1396871049276226E-11
0.51                      0                        0                        -9.94085155458572E-9     -3.117935234612295E-12   1.516199918980719E-11
0.52                      0                        0                        -1.0127519166957278E-8   -1.1361962441077294E-12  1.8927127330345184E-11
0.53                      0                        0                        -1.0314186779328838E-8   8.455427463984908E-13    2.26922554708869E-11
0.54                      0                        0                        -1.047406844920536E-8    3.748754196724714E-11    -6.624719894338181E-12
0.55                      0                        0                        -1.0659374003519951E-8   4.709712217423742E-11    -9.469435599375535E-12
0.56                      0                        0                        -1.0833309521939688E-8   -5.705384441398541E-11   3.584304895625326E-11
0.5699999999999998        0                        0                        -1.1029289999449275E-8   -6.2912026393864646E-12  1.0806108061824967E-11
0.5799999999999998        0                        0                        -1.1180063762827978E-8   -6.08929355293829E-12    8.255997671092525E-12
0.5899999999999999        0                        0                        -1.133083752620668E-8    -5.887384466483499E-12   5.705887280361737E-12
0.5999999999999999        0                        0                        -1.1481611289585383E-8   -5.6854753800303614E-12  3.15577688962185E-12
0.6099999999999999        0                        0                        -1.1632385052964088E-8   -5.4835662935788785E-12  6.056664988863057E-13
0.6199999999999999        0                        0                        -1.1783158816342789E-8   -5.2816572071265684E-12  -1.9444438918469637E-12
0.6299999999999999        0                        0                        -1.1933932579721493E-8   -5.079748120673845E-12   -4.49455428258623E-12
0.6399999999999999        0                        0                        -1.2084706343100199E-8   -4.8778390342165716E-12  -7.0446646733236356E-12
0.6499999999999999        0                        0                        -1.22354801064789E-8     -4.6759299477702585E-12  -9.594775064057732E-12
0.6599999999999999        0                        0                        -1.2403536854283623E-8   -4.6722595442064034E-12  -5.402135271889325E-11
0.6699999999999999        0                        0                        -1.2487976674275652E-8   1.415658417722895E-12    -1.9407132337483654E-11
0.6799999999999999        0                        0                        -1.2562891603397227E-8   1.705824645179615E-10    1.2814562998034866E-10
0.69                      0                        0                        -1.2641954512617946E-8   1.122212067684242E-10    1.285188527059596E-10
0.7                       0                        0                        -1.2721017421838641E-8   5.385994901888691E-11    1.2889207543156556E-10
0.71                      0                        0                        -1.2800080331059345E-8   -4.501308730657E-12      1.2926529815717152E-10
0.72                      0                        0                        -1.2879143240280046E-8   -6.286256648019098E-11   1.296385208827808E-10
0.73                      0                        0                        -1.2958206149500768E-8   -1.212238242297349E-10   1.3001174360838677E-10
0.74                      0                        0                        -1.3037269058721465E-8   -1.7958508197928542E-10  1.3038496633399274E-10
0.75                      0                        0                        -1.3116331967942175E-8   -2.379463397288227E-10   1.30758189059602E-10
0.76                      0                        0                        -1.3202167714001081E-8   -2.3471176081290833E-10  6.44801111307729E-11
0.77                      0                        0                        -1.3214902400625325E-8   -1.494390746519083E-10   2.955651538626102E-11
0.78                      0                        0                        -1.3227637087249583E-8   -6.416638849091138E-11   -5.367080358247139E-12
0.79                      0                        0                        -1.3240371773873816E-8   2.110629767009257E-11    -4.02906761027462E-11
0.8                       0                        0                        -1.3253106460498068E-8   1.0637898383109342E-10   -7.521427184724815E-11
0.81                      0                        0                        -1.326584114712232E-8    1.9165166999209675E-10   -1.101378675917501E-10
0.8199999999999998        0                        0                        -1.3169608420022033E-8   2.9415258554013994E-10   -4.2020873161295057E-11
0.8299999999999998        0                        0                        -1.3064844337258956E-8   2.3625946850324986E-10   -1.2124279262575882E-10
0.8399999999999999        0                        0                        -1.315484387336889E-8    4.795286707226638E-11    7.169436690488745E-11
0.8499999999999999        0                        0                        -1.3104883942571583E-8   7.087151745174039E-11    1.3714505843515006E-11
0.8599999999999999        0                        0                        -1.3054924011774268E-8   9.379016783120882E-11    -4.426535521784027E-11
0.8699999999999999        0                        0                        -1.3004964080976953E-8   1.167088182106791E-10    -1.0224521627918769E-10
0.8799999999999999        0                        0                        -1.3139502123871343E-8   1.5705541159696885E-10   1.1104451602443508E-12
0.8899999999999999        0                        0                        -1.3044807325961146E-8   1.178843607392544E-10    1.3916836534108555E-12
0.8999999999999999        0                        0                        -1.2950112528050933E-8   7.871330988154886E-11    1.6729221465852184E-12
0.9100000000000001        0                        0                        -1.2855417730140733E-8   3.954225902383484E-11    1.9541606397525503E-12
0.9199999999999999        0                        0                        -1.2760722932230532E-8   3.712081661185405E-13    2.2353991329153327E-12
0.9300000000000002        0                        0                        -1.2666028134320326E-8   -3.879984269158659E-11   2.5166376260739792E-12
0.94                      0                        0                        -1.2571333336410122E-8   -7.797089354929875E-11   2.797876119254546E-12
0.9499999999999997        0                        0                        -1.2085356173391689E-8   -3.8032645288782625E-11  -1.6372256121194508E-10
0.96                      0                        0                        -1.2169872071129577E-8   -5.939460148609014E-10   6.271428174105764E-11
0.9699999999999998        0                        0                        -1.2115400403441493E-8   -3.9429299961230046E-10  5.3301430897690856E-11
0.98                      0                        0                        -1.2060928735753413E-8   -1.9463998436368045E-10  4.388858005431927E-11
0.9899999999999998        0                        0                        -1.200645706806532E-8    5.013030884926733E-12    3.4475729210952333E-11
1                         0                        0                        -1.213133270034266E-8    -8.301833173273762E-11   3.271753035832236E-11
1.0099999999999998        0                        0                        -1.1905529974147123E-8   7.525021513064651E-11    -1.5033585256331695E-10
1.02                      0                        0                        -1.1790904818525804E-8   1.3464196331143881E-10   -1.1413200528559614E-10
1.0299999999999998        0                        0                        -1.1676279662904395E-8   1.94033711492203E-10     -7.79281580078778E-11
1.04                      0                        0                        -1.1561654507283048E-8   2.534254596729837E-10    -4.172431073014913E-11
1.0499999999999998        0                        0                        -1.2279607266095096E-8   1.393997021567664E-10    -1.4102829636966327E-11
1.06                      0                        0                        -1.2134367490403224E-8   -6.036438244889721E-11   -3.743590980982415E-11
1.0699999999999998        0                        0                        -1.1989127714711419E-8   -2.6012846705456744E-10  -6.076898998267164E-11
1.08                      0                        0                        -1.1680786374344678E-8   4.380121554402975E-10    -1.8756100976827225E-10
1.0899999999999999        0                        0                        -1.1750227639867256E-8   -3.533166683955364E-10   -3.5367996399062594E-11
1.1                       0                        0                        -1.1819668905389808E-8   -1.1446454922314762E-9   1.1682501697013383E-10
