        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -2.744E-09     1.511E-08    -1.089E-08     1.883E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -7.698E-10     7.871E-09    -8.628E-09     1.170E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -1.451E-10     4.017E-09    -6.054E-09     7.267E-09 
   -2.500E-01     0.000E+00    -2.500E-01    -6.237E-09     1.782E-08    -2.407E-08     3.059E-08 
   -2.500E-01     0.000E+00     0.000E+00    -1.735E-09     7.266E-09    -1.453E-08     1.634E-08 
   -2.500E-01     0.000E+00     2.500E-01    -3.447E-10     3.159E-09    -8.813E-09     9.369E-09 
   -2.500E-01     2.500E-01    -2.500E-01    -9.773E-09     1.016E-08    -3.933E-08     4.178E-08 
   -2.500E-01     2.500E-01     0.000E+00    -2.848E-09     2.867E-09    -2.016E-08     2.056E-08 
   -2.500E-01     2.500E-01     2.500E-01    -6.951E-10     6.120E-10    -1.088E-08     1.092E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -6.563E-09     1.149E-08    -7.539E-09     1.523E-08 
    0.000E+00    -2.500E-01     0.000E+00    -3.633E-09     6.412E-09    -6.819E-09     1.004E-08 
    0.000E+00    -2.500E-01     2.500E-01    -1.838E-09     3.534E-09    -5.101E-09     6.472E-09 
    0.000E+00     0.000E+00    -2.500E-01    -1.198E-08     1.192E-08    -1.532E-08     2.281E-08 
    0.000E+00     0.000E+00     0.000E+00    -5.608E-09     5.747E-09    -1.102E-08     1.363E-08 
    0.000E+00     0.000E+00     2.500E-01    -2.593E-09     2.557E-09    -7.281E-09     8.141E-09 
    0.000E+00     2.500E-01    -2.500E-01    -1.805E-08     6.164E-09    -2.422E-08     3.083E-08 
    0.000E+00     2.500E-01     0.000E+00    -7.298E-09     1.873E-09    -1.446E-08     1.631E-08 
    0.000E+00     2.500E-01     2.500E-01    -3.180E-09     4.367E-10    -8.756E-09     9.326E-09 
    2.500E-01    -2.500E-01    -2.500E-01    -7.148E-09     7.149E-09    -4.041E-09     1.089E-08 
    2.500E-01    -2.500E-01     0.000E+00    -4.404E-09     4.432E-09    -4.367E-09     7.623E-09 
    2.500E-01    -2.500E-01     2.500E-01    -2.612E-09     2.610E-09    -3.715E-09     5.238E-09 
    2.500E-01     0.000E+00    -2.500E-01    -1.140E-08     6.733E-09    -7.446E-09     1.519E-08 
    2.500E-01     0.000E+00     0.000E+00    -6.425E-09     3.543E-09    -6.876E-09     1.006E-08 
    2.500E-01     0.000E+00     2.500E-01    -3.476E-09     1.790E-09    -5.211E-09     6.515E-09 
    2.500E-01     2.500E-01    -2.500E-01    -1.538E-08     2.574E-09    -1.132E-08     1.927E-08 
    2.500E-01     2.500E-01     0.000E+00    -8.051E-09     8.423E-10    -8.745E-09     1.192E-08 
    2.500E-01     2.500E-01     2.500E-01    -4.073E-09     1.025E-10    -6.078E-09     7.317E-09 
