# G10
# Additional notes:
#	naxes: 3
#	device: Bartington Mag13-MSL100
#	pos_unit: cm
#	scaling: 100 mV/uT
#	power: Bartington SCU1
#	gain: 1000x
#	LPF: 1 kHz
#	HPF: 0 Hz
#	input_mode: balanced
#	output_mode: conditioned
#	mapping: {x:z, y:-y, z:x}
#	cyclotron: OFF
#	degaussed: False
#	inverted_distances: False
#	offset_cm: 0
#
time (epoch),Bx (V),By (V),Bz (V),dBx (V),dBy (V),dBz (V),position,state,coil,col,row
1744671695.0632024,-0.0844317079622123,0.022085203002498,0.1689669467916246,0.021868774725942,0.0256240346509613,0.0138048941366168,-99.5,1,53,0,0
1744671695.525769,0.0116075815162912,0.022125211819366,-0.1336253614214365,0.0225292259411439,0.025889953951697,0.0137242850234309,-99.5,-1,53,0,0
1744671695.9574475,-0.0818392616567143,0.0215478970947151,-0.1325829442006943,0.0249236329077837,0.0259571688508549,0.0157594928163322,-99.5,1,36,0,0
1744671696.4242315,0.0145135344102163,0.0221574064141896,0.1724083301800419,0.0242971028583143,0.0256995820385793,0.0152080433931601,-99.5,-1,36,0,0
1744671696.8585267,0.0033810811166767,0.0221958523866487,0.193241046150797,0.0230787589484995,0.0258470653229228,0.014907839607617,-99.5,1,43,0,0
1744671697.324794,-0.0635733613431512,0.0215491473702422,-0.1486502349998045,0.0240875966537642,0.0258786127459908,0.0145299238181013,-99.5,-1,43,0,0
1744671697.759265,-0.0457647493036347,0.0217870122892782,-0.1366563418680743,0.0227765084879486,0.0257576244917059,0.0134262220329961,-99.5,1,28,0,0
1744671698.2250998,-0.0198474753329355,0.0220955177755968,0.1768596236254961,0.022177668891327,0.0258663348530126,0.0146684536099611,-99.5,-1,28,0,0
1744671698.6567414,0.001116206999286,0.0219151655308087,0.2796707179278019,0.0241991683432899,0.0259709609895521,0.0148346381096588,-99.5,1,27,0,0
1744671699.1198518,-0.0706171010941034,0.0219611131564306,-0.2428800632216735,0.0236163301442196,0.0259622808455018,0.0150047285664643,-99.5,-1,27,0,0
1744671699.5564127,-0.0418651399345253,0.0222510207942832,-0.0721593159568146,0.0240444384453374,0.0259645947247934,0.0148457026159742,-99.5,1,41,0,0
1744671700.0214012,-0.0220317066788265,0.0215929070136917,0.1185756856618536,0.0239215043932709,0.0259978526862001,0.0146511176465969,-99.5,-1,41,0,0
1744671700.4563696,-0.6064458083416685,0.021768570725253,-1.0630336155243276,0.0218653712107243,0.0258046937806706,0.0140719993367196,-99.5,1,11,0,0
1744671700.9246204,0.5355830516289279,0.0221030194287595,1.0994857581314863,0.0232359371447757,0.0258518269146135,0.0148807021435385,-99.5,-1,11,0,0
1744671701.3600986,-0.066021400825266,0.0217048066733696,0.1893726936698658,0.0233343964599754,0.0257805844953247,0.0147193105914278,-99.5,1,46,0,0
1744671701.8246808,-0.0055115035700146,0.0217992024756677,-0.1599083409838203,0.0254189260543144,0.0258353417353957,0.0147920187000818,-99.5,-1,46,0,0
1744671702.258568,-0.0520576986005471,0.0220245646394323,0.1106006469276326,0.0229886524083095,0.0259761135586511,0.0140749995366778,-99.5,1,48,0,0
1744671702.728269,-0.0197343253977305,0.0218773446961131,-0.0809634436499618,0.0228998759791191,0.0257501509115192,0.0141672330594661,-99.5,-1,48,0,0
1744671703.166541,-0.0684253680950496,0.022295718144378,-0.2299376798181765,0.0249148019271957,0.0259742177318288,0.0151747119140137,-99.5,1,20,0,0
1744671703.6372485,-0.0059755120750196,0.0219412650324375,0.2580076627225935,0.0248192081175528,0.0258465577236726,0.0153331714127173,-99.5,-1,20,0,0
1744671704.076975,-0.0297634105385805,0.0217079323621874,-0.0495646491994557,0.0248820060622489,0.0258147813001378,0.0154313892085123,-99.5,1,7,0,0
1744671704.5436456,-0.0413034536539635,0.0220689494206453,0.0848799787835741,0.0243570486234252,0.0259125307836939,0.015521877173207,-99.5,-1,7,0,0
1744671704.9866636,-0.0344716356048593,0.0218307719327276,-0.2537784024227585,0.0236740283666105,0.0260029428541961,0.0148082024090342,-99.5,1,30,0,0
1744671705.4567058,-0.0372725653545057,0.0223021258064545,0.2853216507415345,0.0222606214726704,0.025879170971043,0.0141764549888849,-99.5,-1,30,0,0
1744671705.8964276,-0.4934368417023506,0.0217876374270417,-0.8305984868182713,0.0236675797145327,0.0258163463077184,0.0150302183210498,-99.5,1,9,0,0
1744671706.3597405,0.4340731815814797,0.0220689494206453,0.8722309897876402,0.0235324324040531,0.0259283659434632,0.0147220286392672,-99.5,-1,9,0,0
1744671706.7979722,0.3223768479612044,0.0218288965194369,-0.6235461392950674,0.0232139886907926,0.0258809908981,0.0140269687436493,-99.5,1,17,0,0
1744671707.2629015,-0.3794904809865693,0.0219758038938744,0.6661583894243813,0.021291460179001,0.0259698206179299,0.0138898500974678,-99.5,-1,17,0,0
1744671707.698068,-0.020644525981479,0.0221355265924648,-0.142282894309028,0.0237241097124095,0.0259311122310442,0.0147170711345875,-99.5,1,34,0,0
1744671708.165871,-0.0535586543708632,0.0218982868111925,0.1657162304210942,0.0233319297589862,0.0256261745412182,0.0141109235898745,-99.5,-1,34,0,0
1744671708.6052732,-0.0304748173135158,0.0220355045502947,-0.1291234318171336,0.0237331278736178,0.0258533077602357,0.0146645194469072,-99.5,1,4,0,0
1744671709.0727406,-0.0376326447063183,0.0224112123461964,0.155448342654563,0.0249403117805153,0.0259260647960289,0.0146788327948172,-99.5,-1,4,0,0
1744671709.5077102,-0.0402085248610819,0.0217423149391834,0.2411147212222567,0.0241029779698917,0.0260161085487305,0.015291256132838,-99.5,1,31,0,0
1744671709.9732838,-0.0396502768382197,0.0215317997973033,-0.2238308652903652,0.0240133689139293,0.025970401541148,0.0138501569900176,-99.5,-1,31,0,0
1744671710.412515,-0.07063054155602,0.0220136247285699,0.1900118970331095,0.0227021822311834,0.0260010500966326,0.0143477669893037,-99.5,1,52,0,0
1744671710.8769774,0.0005810890736756,0.0221936644044762,-0.161906906413933,0.0231250941203415,0.0259215738541593,0.0146630712546122,-99.5,-1,52,0,0
1744671711.3142834,-0.0931089326893561,0.0216901159359258,0.1522563892338075,0.0233849175377841,0.0259424446147645,0.0147510974685466,-99.5,1,47,0,0
1744671711.784322,0.0051642865872418,0.0221699091694608,-0.1426536010028212,0.0242062620543472,0.0258534352140758,0.0154531456567008,-99.5,-1,47,0,0
1744671712.218834,-0.0437999413127545,0.0219245425972621,0.0554747486610722,0.0226804349056732,0.0260995875605823,0.0143925701498056,-99.5,1,51,0,0
1744671712.6858652,-0.0292817418917547,0.0221763168315374,-0.0305009168151445,0.0226078034817066,0.0258730333261663,0.0146224718927177,-99.5,-1,51,0,0
1744671713.126034,-0.0409952607365266,0.021791544538064,-0.0560126326617319,0.0239695278615103,0.0257430686436674,0.0151098680197497,-99.5,1,1,0,0
1744671713.5963233,-0.0371126863714744,0.022119585579494,0.0736940762112499,0.0245725125088172,0.0259847744695928,0.0149363264006863,-99.5,-1,1,0,0
1744671714.0339408,-0.0539503031797357,0.0221061451175774,-0.1412839241628535,0.0234979790231431,0.0258552147252546,0.0149122402162223,-99.5,1,19,0,0
1744671714.4982362,-0.0179498696516384,0.0223821434401907,0.170857050819759,0.0250983318793569,0.0258702669574102,0.0154282078138995,-99.5,-1,19,0,0
1744671714.9342463,-0.0287288075398828,0.0219107895664637,-0.0303435383831674,0.0248599796679277,0.0259479739569222,0.0150671494369523,-99.5,1,45,0,0
1744671715.402347,-0.0384889271579595,0.0218660922163689,0.0616306365033233,0.0239502463399043,0.0257284771706388,0.0146260223294902,-99.5,-1,45,0,0
1744671715.841691,-0.1377637734162272,0.0221103647974814,10.289147162548034,0.0244617267410783,0.0259127764257126,0.0,-99.5,1,13,0,0
1744671716.3096926,0.0699457501809229,0.0222730569004488,-10.166454296052908,0.0243948888439291,0.0260091531842237,0.0001603363554823,-99.5,-1,13,0,0
1744671716.7463243,0.090682507504971,0.0218864091936848,0.3883681094118219,0.0223322683866794,0.0259339477554405,0.0151826301579468,-99.5,1,39,0,0
1744671717.2126975,-0.1610973530101182,0.0221492796232632,-0.3275829482112749,0.023196827907035,0.0259071610807373,0.0149261974739694,-99.5,-1,39,0,0
1744671717.6496656,-3.998529442469589e-05,0.0214378728483279,-2.423447476680449,0.0244539185313375,0.023412631016861,0.0140586754877044,-99.5,1,14,0,0
1744671718.1175048,-0.0705488047934341,0.0220683242828818,2.475377874029,0.024549987372209,0.0258451313507969,0.0152066504878069,-99.5,-1,14,0,0
1744671718.5548928,-0.0561507881074794,0.0221053636953729,0.1696425644295959,0.0241536068070129,0.0258635021081555,0.0149621197058668,-99.5,1,25,0,0
1744671719.0232594,-0.0252031868378253,0.0220601974919554,-0.1385544164026942,0.0241984239465349,0.025637746865002,0.0151298709602231,-99.5,-1,25,0,0
1744671719.4585853,0.0029922454277402,0.0220392553768761,0.1644421996589517,0.0239611872102512,0.0258997712448324,0.0151250996797082,-99.5,1,42,0,0
1744671719.927652,-0.0869485125983192,0.0223790177513728,-0.1334722026693634,0.0235998571454887,0.0259316309563258,0.014747293384709,-99.5,-1,42,0,0
1744671720.363382,-0.0398890794639009,0.0217704461385437,0.0152624494509655,0.0249623828362486,0.0259807523855343,0.0148716027839681,-99.5,1,18,0,0
1744671720.833814,-0.0358716316263598,0.021853120607775,0.0184354924543731,0.0242515286282056,0.0257755063143817,0.0144923032199762,-99.5,-1,18,0,0
1744671721.2719653,-0.0384959599577996,0.0220492575810931,0.0157019212987506,0.022895460088463,0.0256653037588648,0.0139660380680071,-99.5,1,54,0,0
1744671721.742292,-0.0366188275382592,0.0219461098501051,0.0180550961252447,0.0244191775010043,0.0257955460664121,0.0148013971710827,-99.5,-1,54,0,0
1744671722.182647,-0.034072485142824,0.0220358171191765,-0.242575621130818,0.0232750339191414,0.0258434851282935,0.0147001099035995,-99.5,1,23,0,0
1744671722.647705,-0.0348117105482378,0.0216307278483873,0.2850400261790491,0.0214467844323892,0.0257579700001469,0.0142390873912592,-99.5,-1,23,0,0
1744671723.0854137,0.0805621522506408,0.0220958303444786,-0.4981372525465849,0.0220880204907438,0.0258939953268851,0.0143743209311999,-99.5,1,49,0,0
1744671723.5501454,-0.1469223542213149,0.02212239869943,0.5429899964205106,0.0240980532140156,0.0258556488758642,0.015633803147758,-99.5,-1,49,0,0
1744671723.9865172,-0.0323586699640145,0.0217160591531137,-0.0057578078488586,0.0240439142861897,0.0257248785358609,0.0143683022730268,-99.5,1,2,0,0
1744671724.4495478,-0.0266767928309855,0.0219573623298492,0.0594856325520959,0.0232921833644197,0.0259193512584601,0.0143220968935193,-99.5,-1,2,0,0
1744671724.885252,-0.0309439832050702,0.021782948893815,-0.0669800495856907,0.0226234768760724,0.0258357863343726,0.0142650370242444,-99.5,1,35,0,0
1744671725.355642,-0.0437835314464609,0.0217321564505255,0.1019068560497544,0.0235251194302513,0.0258169557867625,0.0147347865402884,-99.5,-1,35,0,0
1744671725.7943158,-0.0325093281650333,0.0218357730348361,-0.204292965912391,0.0234935081104126,0.0258632437975845,0.0146747322558153,-99.5,1,22,0,0
1744671726.260402,-0.0335592470389383,0.0220267526216048,0.2449224353401223,0.0229097083811278,0.0257977585065129,0.0145452758732932,-99.5,-1,22,0,0
1744671781.6433127,3.022709272410575,0.0221438096678321,-0.9333619143661054,0.0231791504346751,0.0257722618634703,0.0147181926026303,-89.5,1,16,0,0
1744671782.1071832,-3.342896035934245,0.0216651104253833,0.6940932955269818,0.0233626411838104,0.025723188106914,0.0140997116687288,-89.5,-1,16,0,0
1744671782.5430932,-0.1600502472561493,0.0219589251742581,-0.1212154391080548,0.0242359331260367,0.0259295077535404,0.0150900634701018,-89.5,1,18,0,0
1744671783.0084343,-0.1503168522774649,0.0218848463492759,-0.1136978449323214,0.0237171091534502,0.0257196479157849,0.0146598801114731,-89.5,-1,18,0,0
1744671783.4460416,-0.372485499776958,0.0217682581563713,0.2109865192761935,0.0237582433559927,0.0258534658259685,0.0147998473684891,-89.5,1,50,0,0
1744671783.9112651,0.0497034768278535,0.0220023722488258,-0.4562689634007983,0.0235357035900932,0.0258908638602323,0.014213938603754,-89.5,-1,50,0,0
1744671784.3473043,-0.0908221787502407,0.0219851809603278,0.1302668558315781,0.0214954249879117,0.0258022017223049,0.012947616047205,-89.5,1,27,0,0
1744671784.8150475,-0.2166558466090646,0.0220505078566202,-0.3611104930311558,0.0234489626967296,0.0258970897837941,0.0146631114827762,-89.5,-1,27,0,0
1744671785.2547534,-0.1556469331340486,0.0220573843720194,-0.1966048654116457,0.0239651520351448,0.0259346642327389,0.0145680874691536,-89.5,1,21,0,0
1744671785.7240195,-0.1580988797271857,0.0219379830591788,-0.0423133637110004,0.0238456290841662,0.0257690820567031,0.0152736500095765,-89.5,-1,21,0,0
1744671786.1635468,-0.226797300262915,0.0217354384237842,-0.3005216721332545,0.0248807830191142,0.0258594561720713,0.01563647669861,-89.5,1,37,0,0
1744671786.629273,-0.0898888480692403,0.0219995591288898,0.0597006799427617,0.0228872582846012,0.0259987293223267,0.0140950346080959,-89.5,-1,37,0,0
1744671787.0668497,0.0583059975922515,0.0219073513087641,0.217373864375404,0.023013205802819,0.0259725110189751,0.0143625527778324,-89.5,1,39,0,0
1744671787.534971,-0.3599611772528442,0.0219284497082844,-0.4412176777519198,0.02418910312822,0.0257275259054345,0.014970681951938,-89.5,-1,39,0,0
1744671787.9723814,-0.1490556368394754,0.0219170409440994,-0.359758007479686,0.0241679664330674,0.0257696699922214,0.0142659530801639,-89.5,1,23,0,0
1744671788.4402816,-0.156591672579234,0.0218554648743884,0.130821353027859,0.0241666768271622,0.0257594446642334,0.0146511478402764,-89.5,-1,23,0,0
1744671788.880453,-0.1559609085757984,0.0221527178809628,0.1180869842151878,0.0226764294665851,0.0258615411443234,0.0133814472797878,-89.5,1,31,0,0
1744671789.3453307,-0.1590403371991124,0.0222052294531022,-0.3573624795697105,0.0216730800194506,0.0258242838299556,0.0140165365408615,-89.5,-1,31,0,0
1744671789.783002,-0.1649653929221676,0.0220039350932347,-0.0672960567251721,0.0230983455606322,0.0259180709375229,0.0148943990126221,-89.5,1,51,0,0
1744671790.25083,-0.147722843127558,0.021933294525952,-0.1650969844213977,0.02289610133068,0.0257924652570085,0.0139910625869025,-89.5,-1,51,0,0
1744671790.6885786,-0.1761834900893154,0.0219454847123415,10.289147162548034,0.0237645626513952,0.0258285015659894,0.0,-89.5,1,13,0,0
1744671791.1550355,-0.1441229873160773,0.0217942013735591,-10.166445387839776,0.0231749597848689,0.0258693293208418,0.0001610334810656,-89.5,-1,13,0,0
1744671791.5889027,-0.2388598022641963,0.0219017250688921,0.0307905589290021,0.0227977177747455,0.0259781741476726,0.0139329342854777,-89.5,1,53,0,0
1744671792.054943,-0.0759509327772684,0.0218985993800743,-0.251998791494334,0.0239449711581681,0.025809984698301,0.0148762940760174,-89.5,-1,53,0,0
1744671792.4952097,-0.0728460297900892,0.0219900257779954,0.035040401730148,0.0237103638001826,0.025908087345237,0.0151201251002711,-89.5,1,42,0,0
1744671792.9642775,-0.2385822410971741,0.0221194292950531,-0.2500330457968084,0.0238495974016432,0.0258687254303286,0.0145718496878114,-89.5,-1,42,0,0
1744671793.4048202,-0.1700844897835486,0.0220245646394323,-0.1617193650848639,0.0240303382953783,0.0258500117311834,0.0147009676190924,-89.5,1,38,0,0
1744671793.8743048,-0.1454332760685065,0.022078013918217,-0.0596890678492491,0.0232841142697596,0.0258409604899309,0.0145822537810453,-89.5,-1,38,0,0
1744671794.307884,-0.0961780465395713,0.021765757605317,0.0611844444245798,0.02227737120444,0.0258969535000377,0.0150015468360509,-89.5,1,43,0,0
1744671794.774998,-0.2190077711600315,0.0216774568962136,-0.2853683327444741,0.0237196823906482,0.0259070063917335,0.0148718761319737,-89.5,-1,43,0,0
1744671795.2129357,-4.4244154675029135,0.0216155682576209,-1.2259548314820858,0.0235633352035286,0.0257469053822136,0.0148535372837388,-89.5,1,10,0,0
1744671795.677862,4.115736083646479,0.0215347692016803,1.0046976818867552,0.0233846761480975,0.0259423724668815,0.0155363215032011,-89.5,-1,10,0,0
1744671796.115044,-0.2332251230323163,0.0216707366652553,0.0302566912789188,0.0242335980952227,0.0258659506557394,0.014391924613043,-89.5,1,47,0,0
1744671796.5808628,-0.0773285801237216,0.0224499708875373,-0.2515863568548229,0.0230382028377971,0.0260777084070537,0.0139709564682549,-89.5,-1,47,0,0
1744671797.0192187,-0.153202800762956,0.0222749323137395,-0.185999715821672,0.0241551399046477,0.0260288131227604,0.0147672577996943,-89.5,1,7,0,0
1744671797.490904,-0.1620875712276029,0.0218671862074552,-0.0340670151873928,0.0222775021522806,0.0258338529481992,0.0138487804372858,-89.5,-1,7,0,0
1744671797.9272814,-0.1784477390689426,0.0221589692585985,-0.0018050617698463,0.0244521535327938,0.0258823451498317,0.0153121422006433,-89.5,1,48,0,0
1744671798.3969011,-0.1406873864519729,0.0218432746879989,-0.2201408333564904,0.023780996519306,0.0259191168736464,0.0147406905168792,-89.5,-1,48,0,0
1744671798.8336658,0.3128273997694487,0.0217760723784158,-0.5001276911857713,0.0241216966786737,0.0259102939356073,0.015197567071558,-89.5,1,17,0,0
1744671799.298108,-0.6325174913399678,0.0217635696231445,0.2779878470682888,0.0229128511508962,0.0257809920137866,0.0143262913417233,-89.5,-1,17,0,0
1744671799.7380269,-0.2271078374469652,0.0219532989343861,0.0625238020830147,0.0239832693755889,0.0259362083698309,0.0153548467506214,-89.5,1,52,0,0
1744671800.203185,-0.1001623620756436,0.0220495701499748,-0.2910606809350429,0.0237922224054877,0.0258117569089947,0.0144952280640425,-89.5,-1,52,0,0
1744671800.643879,-0.1594288603191671,0.0219600191653444,-0.1457341236172215,0.0235420913791099,0.0258793193344531,0.0143582325034577,-89.5,1,6,0,0
1744671801.1102183,-0.1628818087562104,0.0216973050202068,-0.0752190527405764,0.0238041118574571,0.0258250466667141,0.014132862892155,-89.5,-1,6,0,0
1744671801.549384,-0.1417441818412771,0.0219090704376139,-0.1527827081858413,0.0237938128887548,0.0259050419668153,0.0149767391277923,-89.5,1,45,0,0
1744671802.0144944,-0.1637348092345928,0.0223168165438983,-0.0591855193806986,0.0235817068701851,0.0258135965143708,0.0152534311591849,-89.5,-1,45,0,0
1744671802.4537215,-0.1546659356985765,0.0218571840032382,-0.3613885230515006,0.0242653703328101,0.0258332842935668,0.0149099347007658,-89.5,1,30,0,0
1744671802.9191926,-0.159971792466822,0.021967677102948,0.1407169712561881,0.0225871032494633,0.0255925614592751,0.0143789221791549,-89.5,-1,30,0,0
1744671803.3589103,-0.1547817424692766,0.021990650915759,-0.1797630289234803,0.0230612066088838,0.0258003790134305,0.0139891271425452,-89.5,1,5,0,0
1744671803.828081,-0.1573365242245199,0.0220689494206453,-0.0363742423882649,0.0231515151679187,0.0259598452944504,0.0141955277105849,-89.5,-1,5,0,0
1744671804.2661593,-0.1669630206456349,0.0219489229700411,-0.198634062592173,0.0238515697967926,0.0258280066576156,0.0148938218767605,-89.5,1,29,0,0
1744671804.7331505,-0.1412820487495628,0.0220892663979611,-0.0159150462312391,0.024337746844591,0.025837543805578,0.0140580132969108,-89.5,-1,29,0,0
1744671805.170795,-0.1573587166151264,0.0220511329943838,-0.1084773194688023,0.0237988537005686,0.0258282401817292,0.0153559821668357,-89.5,1,32,0,0
1744671805.6377769,-0.1486599246351397,0.0221511550365539,-0.1021084159336169,0.0243974090872426,0.0258706333688424,0.015106268866987,-89.5,-1,32,0,0
1744671806.0750082,-0.2057384407061908,0.0222414874433889,-0.3348887769696012,0.0237463959246704,0.0259050983469549,0.0153411054880901,-89.5,1,20,0,0
1744671806.541169,-0.1001733019865059,0.0220114367463975,0.124060800683801,0.023751163084576,0.0257929306830916,0.0150519273805653,-89.5,-1,20,0,0
1744671806.97599,-0.2262242052181682,0.0221477167788543,-0.2897432030983327,0.0246424377717563,0.0258498595201978,0.0146523755805148,-89.5,1,44,0,0
1744671807.4413762,-0.0988767662648751,0.0221549058631353,0.0607177790840796,0.0235577178650606,0.025927319006819,0.0145673059000798,-89.5,-1,44,0,0
1744671807.877065,-0.1351581992176943,0.0221702217383426,-0.2710700255318079,0.0245677478820818,0.0256625511745706,0.0146177595653197,-89.5,1,34,0,0
1744671808.345971,-0.1826846102614945,0.021797327062377,0.0502861052234948,0.0244947345511218,0.0259170994467282,0.0146347172470502,-89.5,-1,34,0,0
1744671808.7891452,-0.1584861525717133,0.0220811396070348,-0.1399561315530445,0.0245311039744519,0.025802059668582,0.015038379216942,-89.5,1,2,0,0
1744671809.254386,-0.147807236725639,0.0220248772083141,-0.0675236068711092,0.0245136426696448,0.0259262790987429,0.0147437722027244,-89.5,-1,2,0,0
1744671809.6948314,-0.1573859101078414,0.0219386081969423,-0.1065231388199026,0.0231511912603781,0.0257923322757252,0.0140802793486453,-89.5,1,40,0,0
1744671810.161782,-0.1576379969109984,0.0217723215518344,-0.1083785477021592,0.022966355666576,0.0258644124732018,0.0138391815240553,-89.5,-1,40,0,0
