        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -1.674E-08     2.563E-08    -6.334E-08     7.034E-08 
   -2.500E-01    -2.500E-01     0.000E+00    -4.269E-09     1.088E-08    -3.374E-08     3.570E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -9.867E-10     5.189E-09    -1.885E-08     1.958E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -1.978E-08     3.720E-10    -7.689E-08     7.939E-08 
   -2.500E-01     0.000E+00     0.000E+00    -4.928E-09    -1.225E-10    -3.794E-08     3.826E-08 
   -2.500E-01     0.000E+00     2.500E-01    -1.062E-09    -1.798E-11    -2.074E-08     2.077E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -1.550E-08    -2.447E-08    -6.372E-08     6.999E-08 
   -2.500E-01     2.500E-01     0.000E+00    -4.444E-09    -1.074E-08    -3.364E-08     3.560E-08 
   -2.500E-01     2.500E-01     2.500E-01    -9.571E-10    -5.364E-09    -1.889E-08     1.966E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -2.893E-08     1.798E-08    -3.925E-08     5.197E-08 
    0.000E+00    -2.500E-01     0.000E+00    -1.254E-08     8.664E-09    -2.487E-08     2.917E-08 
    0.000E+00    -2.500E-01     2.500E-01    -5.634E-09     4.703E-09    -1.542E-08     1.708E-08 
    0.000E+00     0.000E+00    -2.500E-01    -3.301E-08     2.004E-10    -4.541E-08     5.614E-08 
    0.000E+00     0.000E+00     0.000E+00    -1.376E-08     6.908E-11    -2.753E-08     3.078E-08 
    0.000E+00     0.000E+00     2.500E-01    -5.992E-09    -3.754E-12    -1.684E-08     1.787E-08 
    0.000E+00     2.500E-01    -2.500E-01    -2.934E-08    -1.749E-08    -3.866E-08     5.158E-08 
    0.000E+00     2.500E-01     0.000E+00    -1.249E-08    -8.622E-09    -2.457E-08     2.888E-08 
    0.000E+00     2.500E-01     2.500E-01    -5.560E-09    -4.453E-09    -1.542E-08     1.698E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -2.616E-08     1.019E-08    -1.832E-08     3.352E-08 
    2.500E-01    -2.500E-01     0.000E+00    -1.369E-08     5.847E-09    -1.478E-08     2.098E-08 
    2.500E-01    -2.500E-01     2.500E-01    -7.230E-09     3.459E-09    -1.067E-08     1.335E-08 
    2.500E-01     0.000E+00    -2.500E-01    -2.921E-08     2.095E-10    -2.066E-08     3.577E-08 
    2.500E-01     0.000E+00     0.000E+00    -1.515E-08    -1.159E-10    -1.682E-08     2.264E-08 
    2.500E-01     0.000E+00     2.500E-01    -7.783E-09    -7.951E-11    -1.182E-08     1.416E-08 
    2.500E-01     2.500E-01    -2.500E-01    -2.557E-08    -1.033E-08    -1.783E-08     3.284E-08 
    2.500E-01     2.500E-01     0.000E+00    -1.397E-08    -6.151E-09    -1.491E-08     2.134E-08 
    2.500E-01     2.500E-01     2.500E-01    -7.269E-09    -3.419E-09    -1.079E-08     1.346E-08 
