        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -4.724E-09    -7.150E-09    -4.620E-09     9.736E-09 
   -2.500E-01    -2.500E-01     0.000E+00    -6.162E-09    -9.581E-09    -2.997E-09     1.178E-08 
   -2.500E-01    -2.500E-01     2.500E-01    -6.985E-09    -1.113E-08     7.206E-11     1.314E-08 
   -2.500E-01     0.000E+00    -2.500E-01    -8.003E-09    -8.704E-09    -7.982E-09     1.427E-08 
   -2.500E-01     0.000E+00     0.000E+00    -1.174E-08    -1.310E-08    -6.034E-09     1.860E-08 
   -2.500E-01     0.000E+00     2.500E-01    -1.359E-08    -1.634E-08    -9.377E-10     2.128E-08 
   -2.500E-01     2.500E-01    -2.500E-01    -1.337E-08    -8.695E-09    -1.327E-08     2.075E-08 
   -2.500E-01     2.500E-01     0.000E+00    -2.119E-08    -1.557E-08    -1.186E-08     2.884E-08 
   -2.500E-01     2.500E-01     2.500E-01    -2.724E-08    -2.200E-08    -4.178E-09     3.526E-08 
    0.000E+00    -2.500E-01    -2.500E-01    -2.993E-09    -9.595E-09    -6.115E-09     1.177E-08 
    0.000E+00    -2.500E-01     0.000E+00    -4.232E-09    -1.344E-08    -4.380E-09     1.475E-08 
    0.000E+00    -2.500E-01     2.500E-01    -4.930E-09    -1.574E-08    -1.375E-10     1.650E-08 
    0.000E+00     0.000E+00    -2.500E-01    -6.393E-09    -1.347E-08    -1.164E-08     1.891E-08 
    0.000E+00     0.000E+00     0.000E+00    -9.350E-09    -2.055E-08    -9.580E-09     2.452E-08 
    0.000E+00     0.000E+00     2.500E-01    -1.208E-08    -2.646E-08    -2.315E-09     2.918E-08 
    0.000E+00     2.500E-01    -2.500E-01    -1.165E-08    -1.547E-08    -2.131E-08     2.879E-08 
    0.000E+00     2.500E-01     0.000E+00    -2.147E-08    -3.107E-08    -2.126E-08     4.334E-08 
    0.000E+00     2.500E-01     2.500E-01    -2.924E-08    -4.629E-08    -8.460E-09     5.540E-08 
    2.500E-01    -2.500E-01    -2.500E-01     1.624E-10    -1.098E-08    -6.964E-09     1.301E-08 
    2.500E-01    -2.500E-01     0.000E+00    -1.579E-10    -1.563E-08    -4.926E-09     1.639E-08 
    2.500E-01    -2.500E-01     2.500E-01    -3.948E-10    -1.855E-08    -5.492E-10     1.857E-08 
    2.500E-01     0.000E+00    -2.500E-01    -9.073E-10    -1.640E-08    -1.371E-08     2.139E-08 
    2.500E-01     0.000E+00     0.000E+00    -2.205E-09    -2.677E-08    -1.189E-08     2.937E-08 
    2.500E-01     0.000E+00     2.500E-01    -3.712E-09    -3.550E-08    -3.722E-09     3.588E-08 
    2.500E-01     2.500E-01    -2.500E-01    -3.766E-09    -2.123E-08    -2.723E-08     3.473E-08 
    2.500E-01     2.500E-01     0.000E+00    -8.130E-09    -4.568E-08    -2.946E-08     5.496E-08 
    2.500E-01     2.500E-01     2.500E-01    -1.389E-08    -7.023E-08    -1.406E-08     7.296E-08 
