        x_(m)         y_(m)         z_(m)        Bx_(T)        By_(T)        Bz_(T)      Bmod_(T) 
   -2.500E-01    -2.500E-01    -2.500E-01    -9.848E-08     4.125E-08     4.019E-08     1.141E-07 
   -2.500E-01    -2.500E-01     0.000E+00    -1.212E-07     4.734E-08     5.695E-11     1.301E-07 
   -2.500E-01    -2.500E-01     2.500E-01    -9.855E-08     3.961E-08    -4.049E-08     1.137E-07 
   -2.500E-01     0.000E+00    -2.500E-01    -1.185E-07     1.260E-09     4.909E-08     1.283E-07 
   -2.500E-01     0.000E+00     0.000E+00    -1.424E-07     5.808E-10     9.005E-10     1.424E-07 
   -2.500E-01     0.000E+00     2.500E-01    -1.190E-07    -6.256E-10    -4.785E-08     1.282E-07 
   -2.500E-01     2.500E-01    -2.500E-01    -9.977E-08    -4.237E-08     4.176E-08     1.162E-07 
   -2.500E-01     2.500E-01     0.000E+00    -1.187E-07    -4.854E-08     7.316E-11     1.283E-07 
   -2.500E-01     2.500E-01     2.500E-01    -9.901E-08    -3.964E-08    -4.124E-08     1.143E-07 
    0.000E+00    -2.500E-01    -2.500E-01    -5.519E-08     1.882E-08     1.883E-08     6.128E-08 
    0.000E+00    -2.500E-01     0.000E+00    -6.241E-08     2.066E-08     1.509E-10     6.575E-08 
    0.000E+00    -2.500E-01     2.500E-01    -5.460E-08     1.877E-08    -1.843E-08     6.061E-08 
    0.000E+00     0.000E+00    -2.500E-01    -6.319E-08    -3.335E-10     2.053E-08     6.644E-08 
    0.000E+00     0.000E+00     0.000E+00    -7.113E-08    -1.597E-10    -2.618E-10     7.113E-08 
    0.000E+00     0.000E+00     2.500E-01    -6.200E-08     3.590E-10    -2.029E-08     6.524E-08 
    0.000E+00     2.500E-01    -2.500E-01    -5.538E-08    -1.885E-08     1.872E-08     6.142E-08 
    0.000E+00     2.500E-01     0.000E+00    -6.269E-08    -2.035E-08     1.990E-11     6.591E-08 
    0.000E+00     2.500E-01     2.500E-01    -5.567E-08    -1.857E-08    -1.883E-08     6.163E-08 
    2.500E-01    -2.500E-01    -2.500E-01    -3.245E-08     9.258E-09     9.330E-09     3.501E-08 
    2.500E-01    -2.500E-01     0.000E+00    -3.547E-08     1.020E-08    -5.302E-11     3.690E-08 
    2.500E-01    -2.500E-01     2.500E-01    -3.240E-08     9.657E-09    -9.513E-09     3.512E-08 
    2.500E-01     0.000E+00    -2.500E-01    -3.577E-08    -1.370E-10     1.023E-08     3.720E-08 
    2.500E-01     0.000E+00     0.000E+00    -3.930E-08    -5.863E-11    -7.878E-11     3.930E-08 
    2.500E-01     0.000E+00     2.500E-01    -3.599E-08    -3.104E-10    -1.019E-08     3.741E-08 
    2.500E-01     2.500E-01    -2.500E-01    -3.240E-08    -9.326E-09     9.391E-09     3.500E-08 
    2.500E-01     2.500E-01     0.000E+00    -3.572E-08    -1.022E-08     3.328E-10     3.715E-08 
    2.500E-01     2.500E-01     2.500E-01    -3.219E-08    -9.322E-09    -9.426E-09     3.482E-08 
